trip10%,trip1%,passenger10%,passenger1%
245635,,242148,
245638,,242176,
245639,,242181,
245673,,242187,
245674,,242193,
245676,,242199,
245677,,242203,
245705,,242204,
245706,,242211,
245707,,242218,
245708,,242226,
245715,,242229,
245716,,242231,
245738,,242242,
245739,,242244,
245740,,242257,
245763,,242265,
245771,,242277,
245788,,242280,
245789,,242295,
245810,,242297,
245811,,242298,
245816,,242299,
245817,,242314,
245847,,242330,
245848,,242346,
245898,,242347,
245899,,242354,
245910,,242361,
245911,,242380,
245933,,242389,
245934,,242396,
245965,,242399,
245966,,242406,
245967,,242412,
245968,,242428,
245985,,242460,
245986,,242466,
245987,,242468,
246040,,242476,
246041,,242483,
246042,,242487,
246043,,242488,
246056,,242490,
246057,,242496,
246058,,242530,
246059,,242549,
246064,,242551,
246065,,242559,
246066,,242563,
246071,,242587,
246072,,242592,
246107,,242607,
246108,,242628,
246126,,242634,
246127,,242644,
246133,,242647,
246134,,242685,
246139,,242693,
246140,,242699,
246141,,242718,
246169,,242725,
246177,,242729,
246178,,242746,
246179,,242759,
246180,,242778,
246181,,242792,
246197,,242797,
246198,,242814,
246215,,242818,
246223,,242825,
246224,,242860,
246232,,242871,
246239,,242886,
246240,,242897,
246247,,242898,
246248,,242908,
246249,,242916,
246256,,242917,
246257,,242923,
246264,,242932,
246265,,242935,
246284,,242941,
246285,,242943,
246292,,242973,
246301,,242979,
246302,,242984,
246330,,243044,
246331,,243067,
246336,,243070,
246337,,243074,
246338,,243082,
246339,,243088,
246340,,243090,
246354,,243106,
246355,,243110,
246356,,243139,
246458,,243142,
246459,,243147,
246477,,243158,
246499,,243165,
246500,,243174,
246525,,243175,
246526,,243189,
246527,,243207,
246528,,243209,
246547,,243215,
246548,,243218,
246562,,243222,
246563,,243224,
246564,,243244,
246577,,243248,
246632,,243255,
246636,,243303,
246637,,243309,
246654,,243328,
246655,,243358,
246678,,243369,
246679,,243387,
246688,,243391,
246689,,243394,
246723,,243402,
246731,,243410,
246732,,243416,
246733,,243417,
246734,,243424,
246745,,243427,
246746,,243445,
246769,,243450,
246770,,243464,
246771,,243466,
246802,,243478,
246803,,243480,
246839,,243484,
246840,,243497,
246846,,243503,
246855,,243507,
246856,,243508,
246857,,243513,
246881,,243516,
246882,,243519,
246883,,243535,
246903,,243537,
246904,,243543,
246911,,243544,
246912,,243548,
246918,,243561,
246919,,243577,
246925,,243594,
246926,,243601,
246958,,243602,
246961,,243606,
246962,,243609,
246969,,243610,
246980,,243626,
246981,,243629,
246992,,243632,
246993,,243645,
247025,,243653,
247087,,243654,
247088,,243674,
247129,,243678,
247130,,243708,
247131,,243725,
247148,,243727,
247163,,243728,
247164,,243764,
247199,,243772,
247200,,243778,
247279,,243792,
247295,,243798,
247298,,243807,
247299,,243816,
247302,,243818,
247303,,243833,
247351,,243836,
247352,,243857,
247353,,243862,
247373,,243868,
247374,,243879,
247392,,243894,
247393,,243903,
247405,,243910,
247406,,243915,
247408,,243917,
247409,,243930,
247420,,243933,
247421,,243946,
247422,,243967,
247426,,243972,
247427,,243996,
247428,,244003,
247446,,244006,
247447,,244021,
247462,,244033,
247463,,244040,
247466,,244041,
247467,,244052,
247495,,244055,
247496,,244060,
247509,,244065,
247510,,244068,
247546,,244074,
247547,,244082,
247548,,244091,
247552,,244096,
247553,,244099,
247556,,244109,
247557,,244115,
247558,,244143,
247576,,244146,
247577,,244179,
247584,,244181,
247585,,244182,
247589,,244208,
247590,,244221,
247591,,244223,
247592,,244240,
247615,,244255,
247616,,244263,
247617,,244265,
247618,,244307,
247619,,244309,
247620,,244317,
247636,,244322,
247637,,244353,
247647,,244356,
247665,,244367,
247666,,244371,
247673,,244387,
247674,,244402,
247675,,244403,
247694,,244407,
247695,,244426,
247709,,244433,
247710,,244438,
247751,,244441,
247758,,244453,
247759,,244465,
247760,,244476,
247764,,244508,
247765,,244513,
247766,,244516,
247767,,244517,
247771,,244520,
247772,,244526,
247800,,244546,
247801,,244555,
247804,,244572,
247805,,244609,
247837,,244619,
247838,,244665,
247841,,244666,
247872,,244667,
247876,,244716,
247877,,244734,
247885,,244744,
247886,,244751,
247939,,244757,
247940,,244758,
247949,,244765,
247950,,244768,
247969,,244772,
247975,,244774,
247976,,244792,
247977,,244794,
248021,,244815,
248022,,244819,
248054,,244838,
248055,,244846,
248089,,244853,
248099,,244874,
248100,,244876,
248109,,244891,
248110,,244921,
248111,,244924,
248112,,244934,
248113,,244942,
248132,,244946,
248133,,244959,
248136,,244970,
248137,,244976,
248142,,244978,
248171,,244997,
248187,,244998,
248188,,245002,
248218,,245006,
248222,,245010,
248223,,245016,
248245,,245019,
248246,,245029,
248247,,245034,
248248,,245035,
248249,,245053,
248250,,245064,
248292,,245076,
248313,,245100,
248319,,245109,
248320,,245124,
248382,,245128,
248383,,245136,
248384,,245151,
248385,,245154,
248398,,245162,
248399,,245169,
248454,,245180,
248455,,245182,
248471,,245188,
248472,,245203,
248485,,245205,
248486,,245209,
248487,,245211,
248488,,245219,
248504,,245247,
248505,,245261,
248508,,245265,
248514,,245274,
248522,,245282,
248523,,245288,
248560,,245323,
248575,,245330,
248587,,245334,
248593,,245339,
248594,,245345,
248653,,245347,
248654,,245351,
248690,,245357,
248691,,245361,
248693,,245365,
248710,,245366,
248711,,245379,
248715,,245381,
248716,,245391,
248733,,245411,
248734,,245418,
248745,,245428,
248746,,245436,
248747,,245453,
248764,,245475,
248765,,245480,
248827,,245485,
248828,,245490,
248833,,245491,
248834,,245500,
248835,,245537,
248842,,245542,
248843,,245546,
248845,,245563,
248846,,245566,
248877,,245572,
248878,,245578,
248883,,245585,
248901,,245587,
248905,,245592,
248906,,245609,
248923,,245617,
248924,,245627,
248927,,245633,
248928,,245659,
248929,,245669,
248975,,245703,
248976,,245711,
248984,,245741,
249020,,245749,
249021,,245752,
249022,,245754,
249023,,245770,
249032,,245789,
249062,,245790,
249063,,245799,
249097,,245806,
249098,,245861,
249119,,245867,
249120,,245880,
249141,,245904,
249192,,245929,
249209,,245930,
249210,,245947,
249225,,245951,
249226,,245970,
249242,,245973,
249243,,245978,
249248,,245990,
249263,,245998,
249268,,246012,
249269,,246018,
249310,,246022,
249311,,246031,
249312,,246047,
249313,,246061,
249333,,246064,
249334,,246084,
249375,,246088,
249376,,246100,
249408,,246103,
249448,,246111,
249449,,246142,
249469,,246150,
249470,,246166,
249510,,246175,
249511,,246190,
249524,,246198,
249525,,246202,
249553,,246221,
249554,,246228,
249564,,246233,
249565,,246234,
249612,,246242,
249620,,246249,
249621,,246251,
249622,,246253,
249629,,246292,
249630,,246294,
249647,,246320,
249655,,246330,
249656,,246362,
249678,,246370,
249679,,246375,
249683,,246378,
249684,,246383,
249746,,246395,
249747,,246400,
249766,,246421,
249767,,246437,
249776,,246451,
249777,,246465,
249814,,246476,
249815,,246480,
249887,,246483,
249888,,246494,
249906,,246517,
249922,,246520,
249923,,246521,
249938,,246528,
249952,,246538,
249953,,246550,
249956,,246565,
250044,,246602,
250050,,246603,
250051,,246627,
250054,,246632,
250055,,246659,
250061,,246664,
250062,,246683,
250063,,246687,
250086,,246691,
250087,,246695,
250097,,246731,
250157,,246734,
250158,,246736,
250161,,246743,
250186,,246760,
250187,,246779,
250210,,246802,
250222,,246813,
250223,,246819,
250233,,246825,
250234,,246827,
250235,,246829,
250236,,246836,
250260,,246859,
250308,,246874,
250309,,246884,
250313,,246908,
250314,,246912,
250382,,246919,
250383,,246927,
250387,,246947,
250388,,246948,
250391,,246955,
250408,,247012,
250409,,247013,
250414,,247026,
250415,,247027,
250439,,247030,
250440,,247036,
250453,,247049,
250454,,247051,
250455,,247054,
250456,,247057,
250461,,247058,
250489,,247063,
250490,,247066,
250510,,247070,
250511,,247072,
250530,,247089,
250531,,247100,
250532,,247103,
250558,,247106,
250559,,247115,
250561,,247122,
250585,,247126,
250589,,247162,
250609,,247174,
250610,,247208,
250612,,247211,
250643,,247218,
250644,,247224,
250645,,247228,
250646,,247236,
250664,,247251,
250665,,247252,
250666,,247263,
250678,,247267,
250679,,247273,
250713,,247285,
250714,,247290,
250750,,247292,
250751,,247299,
250752,,247310,
250753,,247312,
250770,,247314,
250771,,247317,
250772,,247326,
250794,,247334,
250795,,247347,
250810,,247362,
250811,,247373,
250812,,247383,
250829,,247395,
250830,,247398,
250845,,247400,
250849,,247420,
250863,,247429,
250881,,247432,
250882,,247435,
250887,,247437,
250888,,247446,
250902,,247450,
250903,,247464,
250909,,247496,
250910,,247518,
250911,,247522,
250912,,247525,
250918,,247542,
250919,,247555,
250928,,247559,
250929,,247562,
250945,,247580,
250946,,247594,
250956,,247600,
250969,,247673,
250980,,247676,
250981,,247687,
250995,,247702,
251009,,247708,
251010,,247719,
251027,,247720,
251028,,247728,
251046,,247729,
251069,,247742,
251070,,247745,
251086,,247757,
251096,,247761,
251097,,247774,
251098,,247778,
251099,,247812,
251100,,247837,
251108,,247839,
251109,,247845,
251182,,247848,
251183,,247858,
251233,,247862,
251234,,247866,
251238,,247869,
251239,,247890,
251248,,247896,
251304,,247898,
251307,,247901,
251308,,247912,
251325,,247930,
251326,,247944,
251330,,247948,
251331,,247994,
251332,,247995,
251333,,247997,
251334,,248003,
251335,,248008,
251341,,248036,
251342,,248041,
251358,,248049,
251391,,248055,
251414,,248062,
251415,,248068,
251428,,248070,
251429,,248072,
251432,,248102,
251441,,248110,
251442,,248113,
251456,,248121,
251457,,248127,
251481,,248144,
251482,,248149,
251483,,248151,
251484,,248164,
251485,,248171,
251486,,248187,
251510,,248202,
251511,,248222,
251512,,248240,
251513,,248263,
251514,,248284,
251522,,248305,
251523,,248323,
251527,,248340,
251575,,248352,
251599,,248369,
251600,,248375,
251603,,248378,
251604,,248391,
251624,,248398,
251625,,248404,
251657,,248413,
251658,,248416,
251663,,248421,
251664,,248425,
251671,,248453,
251684,,248472,
251685,,248486,
251740,,248496,
251741,,248509,
251792,,248519,
251797,,248533,
251798,,248566,
251821,,248576,
251822,,248584,
251831,,248592,
251832,,248595,
251843,,248598,
251844,,248603,
251845,,248612,
251852,,248619,
251866,,248638,
251867,,248647,
251868,,248653,
251888,,248660,
251889,,248663,
251890,,248667,
251903,,248675,
251904,,248688,
251954,,248703,
251955,,248706,
251958,,248714,
251959,,248719,
251986,,248722,
251987,,248724,
251988,,248725,
251998,,248735,
251999,,248736,
252000,,248748,
252008,,248757,
252035,,248764,
252036,,248766,
252052,,248805,
252083,,248810,
252084,,248815,
252085,,248829,
252132,,248846,
252133,,248850,
252142,,248853,
252143,,248891,
252181,,248894,
252209,,248905,
252210,,248918,
252211,,248920,
252212,,248931,
252222,,248936,
252223,,248941,
252229,,248944,
252235,,248961,
252236,,248986,
252243,,248993,
252246,,249001,
252247,,249013,
252254,,249039,
252255,,249044,
252256,,249063,
252259,,249089,
252270,,249095,
252271,,249099,
252272,,249132,
252282,,249145,
252287,,249173,
252288,,249188,
252356,,249191,
252357,,249207,
252372,,249212,
252373,,249214,
252386,,249238,
252389,,249240,
252390,,249247,
252398,,249282,
252476,,249286,
252522,,249291,
252523,,249298,
252534,,249308,
252541,,249312,
252544,,249314,
252564,,249316,
252565,,249326,
252566,,249355,
252567,,249366,
252576,,249375,
252600,,249387,
252601,,249402,
252608,,249414,
252617,,249416,
252618,,249431,
252632,,249434,
252633,,249439,
252634,,249442,
252658,,249450,
252659,,249457,
252660,,249462,
252661,,249464,
252676,,249485,
252677,,249490,
252722,,249492,
252795,,249499,
252796,,249519,
252797,,249522,
252800,,249544,
252801,,249565,
252802,,249566,
252803,,249575,
252804,,249581,
252805,,249583,
252822,,249598,
252823,,249604,
252828,,249639,
252829,,249644,
252830,,249662,
252831,,249673,
252839,,249677,
252850,,249689,
252851,,249690,
252886,,249701,
252897,,249708,
252898,,249710,
252907,,249722,
252908,,249729,
252929,,249745,
252949,,249754,
252950,,249759,
252951,,249761,
252984,,249768,
252985,,249781,
252986,,249809,
252999,,249817,
253000,,249819,
253003,,249851,
253004,,249852,
253005,,249865,
253006,,249869,
253007,,249879,
253024,,249881,
253025,,249893,
253036,,249899,
253040,,249902,
253059,,249914,
253060,,249937,
253061,,249943,
253079,,249952,
253085,,249967,
253086,,249991,
253087,,250009,
253127,,250029,
253128,,250039,
253134,,250059,
253135,,250074,
253142,,250078,
253143,,250083,
253148,,250093,
253162,,250110,
253168,,250117,
253169,,250120,
253175,,250142,
253176,,250169,
253208,,250178,
253209,,250193,
253221,,250197,
253222,,250213,
253233,,250223,
253251,,250227,
253277,,250240,
253278,,250252,
253352,,250271,
253378,,250280,
253379,,250300,
253386,,250316,
253387,,250335,
253395,,250338,
253396,,250342,
253410,,250344,
253411,,250357,
253412,,250367,
253414,,250371,
253415,,250382,
253437,,250387,
253438,,250395,
253463,,250399,
253464,,250405,
253489,,250413,
253490,,250422,
253491,,250450,
253506,,250463,
253507,,250465,
253508,,250486,
253513,,250494,
253514,,250496,
253553,,250540,
253554,,250555,
253558,,250558,
253559,,250562,
253560,,250584,
253561,,250593,
253562,,250602,
253563,,250614,
253574,,250640,
253575,,250654,
253601,,250655,
253602,,250676,
253607,,250681,
253608,,250710,
253623,,250737,
253632,,250752,
253642,,250769,
253643,,250774,
253658,,250778,
253661,,250795,
253662,,250804,
253663,,250826,
253664,,250829,
253665,,250835,
253666,,250838,
253670,,250840,
253671,,250879,
253704,,250891,
253705,,250894,
253718,,250896,
253719,,250903,
253720,,250904,
253757,,250914,
253767,,250917,
253768,,250924,
253769,,250955,
253775,,250967,
253776,,250977,
253778,,250983,
253779,,250986,
253791,,250991,
253792,,251000,
253799,,251020,
253800,,251026,
253808,,251040,
253809,,251052,
253853,,251064,
253854,,251069,
253860,,251071,
253864,,251090,
253865,,251097,
253899,,251113,
253908,,251119,
253909,,251121,
253924,,251123,
253925,,251130,
253952,,251153,
253953,,251170,
253978,,251202,
253979,,251209,
253993,,251211,
254005,,251217,
254006,,251237,
254007,,251255,
254011,,251266,
254039,,251280,
254051,,251295,
254052,,251299,
254069,,251307,
254070,,251320,
254071,,251333,
254076,,251337,
254077,,251340,
254101,,251348,
254102,,251355,
254103,,251366,
254125,,251374,
254126,,251384,
254127,,251385,
254147,,251393,
254148,,251398,
254167,,251399,
254168,,251405,
254169,,251413,
254170,,251420,
254172,,251436,
254192,,251448,
254193,,251467,
254194,,251482,
254232,,251484,
254233,,251497,
